date,LOC_cabinet,LOC_drawer,LOC_tray,LOC_locality,LOC_unit,LOC_subunit,LOC_age,minutesPerIDRehouse,minutesPerCount,minutesPerPaint,minutesPerCatalog,minutesPerLabels,minutesPerNumber,minutesPerTotal,lotsProcessed,lotsRehoused,lotsIdentified,lotsReidentified
2018-07-05,205,11,3 of 4,25421,Redding,,Turonian,2.1,NA,1,3.6,NA,0.2,6.9,29,14,20,0
2018-07-05,205,11,4 of 4,25421,Redding,,Turonian,1.5,NA,0.3,2.2,0.2,0.3,4.5,48,41,35,2
2018-07-06,205,12,1 of 3,10754=25421,Redding,,Turonian,1.4,NA,NA,1.4,NA,NA,2.8,26,1,25,2
2018-07-05,205,12,2 of 3,10754=25421,Redding,,Turonian,1.3,NA,NA,1.3,0.2,NA,2.8000000000000003,8,0,8,0
2018-07-07,205,12,3 of 3,10754=25421,Redding,,Turonian,1.3,NA,0.4,1.1,0.5,0.4,3.7,28,19,15,8
2018-06-26,206,01,1 of 1,15802,Redding,,Turonian,1.8,NA,NA,1,0.1,NA,2.9,10,0,10,0
2017-09-29,206,02,1 of 2,"10742, 10743",Redding,Frazier Siltstone,Turonian,5.9,0.7,0.4,0.7,0.7,0.4,8.8,41,39,0,29
2018-06-26,206,03,1 of 3,15803,Redding,,Turonian,2.5,NA,0.2,0.9,0.2,0.2,4,6,2,5,1
2018-06-26,206,03,2 of 3,"10765, 10766",Redding,,Turonian,1.1,NA,0.2,0.7,0.9,NA,2.9,21,6,12,2
2018-06-26,206,03,3 of 3,24655,Redding,,Turonian,2.3,NA,0.1,1.5,NA,0.1,4,7,2,3,1
2018-06-27,206,04,1 of 2,15839,Redding,,"Turonian, Santonian",2,NA,0.5,1,0.2,NA,3.7,30,20,24,2
2018-06-27,206,04,1 of 2,28802,Redding,,"Turonian, Santonian",4.5,NA,NA,2.6,0.2,NA,7.3,4,0,4,0
2018-06-29,206,06,1 of 3,24365,Redding,,Turonian,2.1,NA,0.2,0.4,0.5,0.3,3.5,28,11,25,3
2018-06-27,206,05,3 of 3,"24210, 24211",Redding,,"Turonian, Coniacian",0.8,NA,0.4,0.5,0.6,0.3,2.6,28,18,11,15
2018-06-27,206,05,2 of 3,24212,Redding,,Turonian,1.8,NA,0.4,0.6,0.6,NA,3.4,24,13,8,8
2018-06-29,206,06,1 of 3,24365,Redding,,Turonian,2.3,NA,0.2,0.9,0.2,0.3,3.9,66,37,37,18
2018-06-30,206,06,2 of 3,24365,Redding,,Turonian,1.2,NA,0,0.6,0.3,0,2.1,52,1,52,0
2018-06-28,206,06,3 of 3,24365,Redding,,Turonian,1.3,NA,0.3,0.4,0.5,0.1,2.6,35,0,33,1
2018-07-06,206,08,1 of 3,"10750, 10751",Redding,,"Turonian, Coniacian, Santonian",1.5,NA,NA,3,1,0.2,5.7,20,15,4,9
2018-07-06,206,08,2 of 3,"10752, 10753",Redding,,"Turonian, Coniacian, Santonian",1.2,NA,0.2,1,0.5,0.2,3.1,30,20,3,21
2018-07-06,206,09,1 of 1,15736,Redding,,Turonian,1.2,NA,NA,0.8,0.8,0.1,2.9,38,16,35,1
2018-07-12,213,02,1 of 3,"15871, 24331",Redding,,"Turonian, Coniacian, Santonian",1.2,NA,NA,0.7,0.3,NA,2.1999999999999997,16,0,16,0
2018-07-12,213,02,2 of 3,"28721, 28718",Redding,,"Turonian, Coniacian, Santonian",2.5,NA,0.1,1,0.3,0.1,4,18,5,16,0
2018-07-12,213,02,3 of 3,"24321, 28720",Redding,,"Turonian, Coniacian, Santonian",1.5,NA,0.1,0.9,0.3,0.1,2.9,16,2,16,0
2018-07-12,213,07,1 of 1,15754,Redding,,Santonian,2,NA,0.1,0.9,0.3,0.3,3.6,39,20,38,0
2018-07-12,213,08,1 of 2,26005,Redding,,"Turonian, Santonian",0.8,NA,0.5,0.8,0.3,NA,2.4,6,0,6,6
2018-07-12,213,08,2 of 2,26005,Redding,,"Turonian, Santonian",2.1,NA,NA,0.9,0.2,0.1,3.3000000000000003,23,6,23,23
2018-07-13,213,10,1 of 2,24105,Redding,,"Turonian, Santonian",1.3,NA,0.5,1,0.2,0.1,3.1,25,9,25,0
2018-07-13,213,10,2 of 2,26004,Redding,,"Turonian, Santonian",2,NA,NA,0.6,NA,NA,2.6,3,1,3,0
2018-07-14,213,11,1 of 2,24078,Redding,,"Turonian, Coniacian, Santonian",2.1,NA,0.3,0.9,0.3,0.3,3.9,17,14,17,0
2018-07-14,213,11,2 of 2,"24223, 28726, 28727, 24323",Redding,,"Turonian, Coniacian, Santonian",1.8,NA,0.4,1.4,0.1,0.2,3.9,13,8,13,0
2018-08-04,214,02,1 of 3,24328,Redding,,"Turonian, Santonian",1.6,NA,0.1,0.7,0.3,0.3,3,34,17,34,0
2018-08-04,214,02,2 of 3,"24648, 27098",Redding,,"Turonian, Santonian",2.7,NA,0.3,0.8,0.3,0.4,4.5,39,29,39,0
2018-08-07,214,02,3 of 3,24648,Redding,,"Turonian, Santonian",2.1,NA,0.4,0.9,0.2,0.2,3.8000000000000003,51,44,51,0
2018-08-04,214,04,1 of 3,10843,Redding,,"Turonian, Coniacian, Santonian",1.4,NA,0.2,0.8,0.2,0.5,3.1,20,14,20,0
2018-08-07,214,04,2 of 3,"25432, 23369",Redding,,"Turonian, Coniacian, Santonian",1.1,NA,0.1,0.8,0.3,0.1,2.4000000000000004,17,5,17,0
2018-08-04,214,04,3 of 3,"10914, 28719",Redding,,"Turonian, Coniacian, Santonian",2.4,NA,0.1,0.9,0.3,0.3,4,19,5,19,0
2018-08-02,214,07,1 of 2,24105,Redding,,"Turonian, Santonian",1.6,NA,0.1,0.8,0.2,0.2,2.9000000000000004,22,12,21,0
2018-08-02,214,07,2 of 2,"24079, 24080",Redding,,"Turonian, Santonian",1.3,NA,0.1,0.9,0.4,0.2,2.9,23,16,22,0
2018-08-02,214,08,1 of 2,25388,Redding,,"Turonian, Santonian",1.4,NA,0.1,0.8,0.8,0.4,3.5,39,15,39,0
2018-08-02,214,08,2 of 2,"8136, 29214, 29213, 29211, 25388",Redding,,"Turonian, Santonian",1,NA,0.1,1,0.3,0.1,2.5,31,2,31,0
2018-08-13,214,10,1 of 2,26014,Redding,,"Turonian, Santonian",1.1,NA,0.1,0.9,0.5,NA,2.6,29,4,29,0
2018-08-13,214,10,2 of 2,"26006, 26007, 28728",Redding,,"Turonian, Santonian",1.2,NA,0.1,NA,0.3,0.1,1.7,13,3,13,0
2018-08-13,214,11,1 of 2,"25391, 25392, 25389, 25395",Redding,,"Turonian, Santonian",1.2,NA,0.1,NA,1.2,0.1,2.6,13,2,13,0
2018-08-13,214,11,2 of 2,24336,Redding,,"Turonian, Santonian",0.8,NA,0.2,2.5,0.2,0.3,4,12,4,12,0
2018-08-13,214,12,1 of 2,10937,Redding,,"Turonian, Coniacian, Santonian",1.1,NA,0.2,0.9,0.2,0.5,2.9000000000000004,22,18,22,0
2018-08-13,214,12,2 of 2,"10936, 19037, 10938, 10935",Redding,,"Turonian, Coniacian, Santonian",1,NA,0.2,NA,0.3,0.4,1.9,31,20,31,0
2018-08-11,215,02,1 of 3,23953,Redding,,"Turonian, Coniacian, Santonian",1.7,NA,NA,0.7,0.3,NA,2.6999999999999997,9,2,3,6
2018-08-11,215,02,2 of 3,23953,Redding,,"Turonian, Coniacian, Santonian",1.7,NA,0.2,0.4,0.2,0.3,2.8,36,24,34,1
2018-08-11,215,02,3 of 3,"24245, 24218",Redding,,"Turonian, Coniacian, Santonian",1.2,NA,0.2,1.2,0.2,0.2,3,26,16,21,0
2018-07-24,215,03,1 of 2,24334,Redding,,"Turonian, Santonian",1.4,NA,0,1.1,0.2,NA,2.7,21,1,21,0
2018-07-25,215,04,1 of 2,"10909, 10913",Redding,,"Turonian, Santonian",2.5,NA,0.2,1.7,NA,0.2,4.6,6,2,5,0
2018-07-24,215,04,2 of 2,"25394, 25393",Redding,,"Turonian, Santonian",1.7,NA,0.1,1.5,0.3,NA,3.6,18,3,18,0
2018-07-24,215,05,1 of 2,"10822, 10825",Redding,,"Turonian, Coniacian, Santonian",1.8,NA,0.1,1.2,0.3,NA,3.4,18,12,16,0
2018-07-24,215,05,2 of 2,"24248, 10828",Redding,,"Turonian, Coniacian, Santonian",2.2,NA,0.2,1.5,0.2,NA,4.1000000000000005,22,16,19,1
2018-05-09,217,03,1 of 4,23615,Chico,,Coniacian,2.8,NA,0.5,1.2,0.4,0.7,5.6,29,30,10,7
2018-05-05,217,03,2 of 4,"23616, 23617, 59556",Chico,,Coniacian,2.7,NA,0.5,0.3,0.5,0.5,4.5,33,29,7,9
2018-05-10,217,03,3 of 4,10846,Chico,,Coniacian,3,NA,0.7,1,0.7,0.3,5.7,30,27,13,3
2018-05-10,217,03,4 of 4,23616,Chico,,Coniacian,3.9,NA,0.3,0.6,0.3,0.1,5.2,19,3,19,0
2018-05-09,217,07,1 of 3,26967,Tuna Canyon,Member B,Coniacian,4.2,NA,0.2,0.8,0.2,0.3,5.7,57,37,35,12
2018-05-09,217,07,3 of 3,26997,Tuna Canyon,,Coniacian,1.8,NA,0.1,2.6,0.6,0.1,5.2,17,11,16,0
2018-07-11,217,10,1 of 4,10755,Redding,,"Turonian, Coniacian, Santonian",1.5,NA,NA,0.5,1.1,0.2,3.3000000000000003,33,16,26,2
2018-07-11,217,10,2 of 4,10756,Redding,,"Turonian, Coniacian, Santonian",1.9,NA,0.5,2.4,0.4,0.2,5.3999999999999995,25,23,20,1
2018-07-11,217,10,3 of 4,"10755, 10757, 10844, 15760",Redding,,"Turonian, Coniacian, Santonian",1.7,NA,0.2,1.1,0.4,0.4,3.8000000000000003,28,18,16,11
2018-07-11,217,10,4 of 4,10758,Redding,,"Turonian, Coniacian, Santonian",1.9,NA,NA,2.5,0.4,NA,4.8,24,17,7,3
2018-07-21,218,07,1 of 2,15786,Redding,,Coniacian,1.1,NA,0.1,0.5,0.5,NA,2.2,9,1,9,0
2018-07-21,218,07,2 of 2,17178,Redding,,Coniacian,1.9,NA,0.1,1.7,0.4,0.1,4.2,12,2,10,1
2018-07-18,218,08,1 of 2,10817,Redding,,Coniacian,2.8,NA,0.2,2.1,0.3,0.2,5.6,23,19,14,3
2018-07-16,218,08,2 of 2,10817,Redding,,Coniacian,2.2,NA,0.3,1.3,0.3,0.4,4.5,35,34,26,7
2018-07-18,218,09,1 of 3,10816,Redding,,Coniacian,1.9,NA,0.1,0.8,0.4,0.1,3.3,36,18,34,2
2018-07-18,218,09,2 of 3,10816,Redding,,Coniacian,1.5,NA,0.1,0.6,0.1,0.2,2.5,41,9,32,4
2018-07-18,218,09,3 of 3,10816,Redding,,Coniacian,3,NA,NA,2.6,0.4,NA,6,4,2,0,4
2018-07-18,218,09,3 of 3,10816,Redding,,Coniacian,1,NA,NA,0.9,0.3,NA,2.2,19,0,11,8
2018-07-19,218,10,1 of 2,10816,Redding,,Coniacian,1.5,NA,0.1,2.7,0.3,0.1,4.7,22,3,17,0
2018-07-19,218,10,2 of 2,10816,Redding,,Coniacian,2.2,NA,0.2,0.9,0.4,NA,3.7,30,8,23,1
2018-07-19,218,11,1 of 4,10816,Redding,,Coniacian,1.4,NA,0.3,0.6,0.8,NA,3.1,34,26,22,4
2018-07-19,218,11,2 of 4,10816,Redding,,Coniacian,1.9,NA,0.2,0.9,0.5,0.1,3.6,32,11,26,1
2018-07-20,218,11,3 of 4,10816,Redding,,Coniacian,2.1,NA,0.4,0.7,0.3,0.7,4.2,28,25,12,11
2018-07-20,218,11,4 of 4,10816,Redding,,Coniacian,2,NA,0.3,1.5,0.4,NA,4.2,39,23,26,14
2018-07-20,218,12,1 of 1,10816,Redding,,Coniacian,1.2,NA,0.1,0.6,0.3,0.2,2.4,48,17,44,1
2018-07-25,219,01,1 of 2,10826,Redding,,Coniacian,1,NA,NA,0.8,0.2,NA,2,19,0,7,6
2018-07-25,219,01,2 of 2,10827,Redding,,Coniacian,1.4,NA,0.1,0.6,0.3,0.2,2.6,42,2,30,5
2018-07-27,219,02,1 of 4,24104,Redding,,Coniacian,2.2,NA,0.1,1,0.2,0.1,3.6,47,29,37,1
2018-07-27,219,02,2 of 4,24104,Redding,,Coniacian,1.8,NA,0,0.7,0.2,NA,2.7,51,16,49,2
2018-07-27,219,02,3 of 4,24104,Redding,,Coniacian,0.5,NA,0.1,0.8,0.3,0.1,1.8,33,7,31,0
2018-07-27,219,02,4 of 4,10942,Redding,,Coniacian,1.1,NA,NA,0.6,0.4,0,2.1,55,10,55,0
2018-07-28,219,03,1 of 1,26934,Redding,,"Coniacian, Santonian",1.4,NA,NA,1,0.3,0.1,2.8,20,4,19,0
2018-07-28,219,04,1 of 3,10823,Redding,,Coniacian,1.2,NA,0.2,0.6,0.6,0.4,3,24,19,6,7
2018-07-28,219,04,2 of 3,8133,Redding,,Coniacian,0.9,NA,0.2,0.7,1.4,0.7,3.9,21,16,16,1
2018-07-28,219,04,3 of 3,8133,Redding,,Coniacian,1,NA,NA,0.7,0.7,NA,2.4,21,10,21,0
2018-07-08,220,03,1 of 4,"10829, 10830",Redding,,"Turonian, Coniacian, Santonian",1.2,NA,0.1,0.8,0.4,0.4,2.9,39,29,35,2
2018-07-08,220,03,2 of 4,10821,Redding,,"Turonian, Coniacian, Santonian",1.4,NA,0.2,0.8,0.3,0.2,2.9,32,20,25,2
2018-07-08,220,03,3 of 4,"10831, 15343",Redding,,"Turonian, Coniacian, Santonian",1,NA,0.1,0.5,0.3,0.3,2.2,37,34,32,0
2018-07-08,220,03,4 of 4,"24324, 16666",Redding,,"Turonian, Coniacian, Santonian",1.5,NA,0,0.4,0.2,0.4,2.5,40,29,36,0
2018-08-11,220,04,1 of 3,10807,Redding,,"Turonian, Coniacian, Santonian",1.5,NA,0.2,1.1,0.2,0.2,3.2,22,18,17,0
2018-08-10,220,04,2 of 3,24209,Redding,,"Turonian, Coniacian, Santonian",1.8,NA,0.3,1.4,0.3,0.3,4.1,22,20,17,0
2018-09-11,220,04,3 of 3,24209,Redding,,"Turonian, Coniacian, Santonian",2.4,NA,0.2,1.4,0.7,0.7,5.3999999999999995,21,14,17,2
2018-08-11,220,06,1 of 1,15768,Redding,,Santonian,1.1,NA,NA,1.1,0.2,0.1,2.5,14,3,10,1
2018-10-10,220,09,1 of 4,10847,Chico,,Santonian,2.9,0.9,0.1,0.9,0.4,0.1,5.3,21,9,7,4
2018-05-11,220,09,1 of 4,10849,Chico,,Santonian,1.4,NA,0.8,0.8,0.4,0.6,4,24,25,2,8
2018-10-10,220,09,2 of 4,"10848, 10852",Chico,,Santonian,2.3,NA,0.2,1.2,0.2,0.3,4.2,32,22,7,12
2018-10-10,220,09,3 of 4,10847,Chico,,Santonian,3.3,NA,0.3,0.8,0.4,0.3,5.1,18,10,5,2
2018-10-10,220,09,4 of 4,10847,Chico,,Santonian,3.8,2.5,0.3,1.9,0.3,0.6,9.4,16,17,0,6
2018-05-11,220,10,2 of 4,10851,Chico,,Santonian,1.7,NA,0.2,1.1,0.5,0.2,3.7,53,35,24,7
2018-05-11,220,10,3 of 4,10849,Chico,,Santonian,2.1,NA,0.9,0.9,0.5,0.5,4.9,21,15,3,7
2018-05-10,220,10,4 of 4,10850,Chico,,Santonian,1.7,NA,0.4,0.6,0.6,0.4,3.7,36,6,7,7
2018-10-11,220,11,1 of 2,"28782, 28783",Chico,,Santonian,1.3,NA,NA,1,0.3,NA,2.6,15,0,3,10
2018-10-11,220,11,2 of 2,,Chico,,Santonian,0.9,NA,NA,0.6,0.6,NA,2.1,16,0,16,0
2018-10-11,220,12,1 of 4,"23618, 23619",Chico,,"Coniacian, Santonian, Campanian",1.7,NA,NA,0.9,0.5,0.2,3.3,33,20,2,8
2018-10-11,220,12,2 of 4,"23619, 23621, 23620",Chico,,"Coniacian, Santonian, Campanian",1.6,NA,0.4,1.2,0.2,0.1,3.5,25,12,4,6
2018-10-11,220,12,3 of 4,23622,Chico,,"Coniacian, Santonian, Campanian",1.6,NA,0.2,0.9,0.3,0.5,3.5,17,45,3,3
2018-10-11,220,12,4 of 4,"10849, 10851",Chico,,"Coniacian, Santonian, Campanian",0.9,NA,NA,0.5,0.4,NA,1.8,22,0,20,0
2018-10-12,223,02,1 of 4,23624,Chico,,"Coniacian, Santonian, Campanian",2.8,NA,0.2,0.8,0.2,0.3,4.3,16,16,3,0
2018-10-12,223,02,2 of 4,23624,Chico,,"Coniacian, Santonian, Campanian",1.1,NA,0.1,1,0.2,0.1,2.5,41,13,13,6
2018-10-12,223,02,3 of 4,23623,Chico,,"Coniacian, Santonian, Campanian",2.6,NA,0.2,0.7,0.2,0.2,3.9,27,23,3,4
2018-10-12,223,02,4 of 4,"23623, 15755",Chico,,"Coniacian, Santonian, Campanian",2.4,NA,0.1,0.9,0.5,0.1,4,29,16,8,1
2017-08-19,223,04,1 of 4,"23627, 23628",Chico,Musty Buck,Santonian,3.1,0.9,0.6,1.2,1,0.6,7.4,49,50,4,14
2017-08-22,223,04,2 of 4,23627,Chico,,Santonian,5.2,0.7,0.9,1.3,NA,0.4,8.5,23,20,0,4
2017-08-22,223,04,2 of 4,23627,Chico,Musty Buck,Santonian,4.1,0.5,0.5,1.6,1.7,0.5,8.9,29,20,4,3
2017-08-23,223,04,3 of 4,"23629, 23630",Chico,,Santonian,4.3,0.4,1.3,2.1,1.1,0.6,9.8,70,128,5,28
2017-08-22,223,04,3 of 4,23630,Chico,,Santonian,4.3,0.3,1,2.1,0.3,0.6,8.6,70,128,5,28
2017-08-25,223,04,4 of 4,23628,Chico,Musty Buck,Santonian,3.1,0.9,0.9,1.3,1.9,1.3,9.4,34,35,5,6
2017-08-25,223,04,4 of 4,23628,Chico,,Santonian,2.8,1.1,0.7,1.3,0.6,1.2,7.7,34,35,5,6
2018-10-12,223,05,1 of 3,23633,Chico,,"Santonian, Campanian",3.6,NA,0.2,0.6,0.3,0.2,4.9,14,10,1,2
2018-10-16,223,05,2 of 3,23633,Chico,,"Santonian, Campanian",1.5,NA,0.1,1.1,0.2,0.2,3.1,33,26,7,7
2018-10-16,223,05,3 of 3,"23631, 23632, 23623",Chico,,"Santonian, Campanian",2.1,NA,0.6,1.1,2.1,0.4,6.300000000000001,14,14,1,3
2018-09-19,223,07,2 of 3,"15777, 23791, 26935",Redding,,"Turonian, Coniacian, Santonian",1,NA,0.2,0.6,NA,1.3,3.1,31,16,31,0
2018-09-19,223,07,3 of 3,"15782, 24330",Redding,,"Turonian, Coniacian, Santonian",1.5,NA,0.3,0.8,0.3,NA,2.9,6,1,6,0
2018-09-19,223,07,3 of 3,"15782, 24330",Redding,,"Turonian, Coniacian, Santonian",1.5,NA,0.3,0.8,0.3,NA,2.9,6,1,6,0
2018-10-21,223,08,1 of 4,"10866, 10900",Redding,,"Turonian, Santonian",0.9,NA,0.7,1.2,1.1,NA,3.9,42,30,36,0
2018-09-19,223,08,2 of 4,"15783, 24077",Redding,,"Turonian, Santonian",1.2,NA,NA,0.9,0.3,0.5,2.9,28,24,26,0
2018-10-19,223,08,3 of 4,10820,Redding,,"Turonian, Santonian",1.5,NA,0.5,0.7,0.3,0.1,3.1,10,6,9,0
2018-09-20,223,08,4 of 4,"24323, 24322",Redding,,"Turonian, Santonian",1.5,NA,0.9,0.9,0.2,0.3,3.8,23,18,22,0
2018-09-21,223,10,1 of 2,10796,Redding,,"Turonian, Santonian",1.5,NA,0.3,1.3,NA,NA,3.1,27,17,21,1
2018-09-26,223,10,1 of 2,24336,Redding,,"Turonian, Santonian",0.7,NA,0,1,0.7,NA,2.4,46,5,45,0
2018-09-21,223,10,2 of 2,24217,Redding,,"Turonian, Santonian",1.1,NA,0.2,0.7,0.2,0.3,2.5,40,30,31,0
2018-09-26,223,10,2 of 2,24336,Redding,,"Turonian, Santonian",1.2,NA,0.1,0.7,0.1,0.1,2.1999999999999997,51,11,43,8
2018-09-21,223,11,1 of 2,10796,Redding,,Santonian,1,NA,0.1,0.7,0.9,NA,2.7,35,7,33,0
2018-09-21,223,11,2 of 2,26015,Redding,,Santonian,0.8,NA,NA,0.6,0.3,NA,1.7,15,0,15,0
2018-09-27,223,12,1 of 3,10787,Redding,,"Coniacian, Santonian",0.9,NA,0.2,0.5,0.2,0.2,2,40,27,27,9
2018-09-26,223,12,2 of 3,10787,Redding,,"Coniacian, Santonian",0.9,NA,0.1,0.5,0.2,0.2,1.9000000000000001,64,37,44,5
2018-09-27,223,12,3 of 3,10787,Redding,,"Coniacian, Santonian",2.5,NA,NA,0.6,0.5,NA,3.6,8,2,2,6
2018-08-18,224,07,1 of 3,10797,Redding,,"Coniacian, Santonian",1.4,NA,0.2,0.7,0.3,0.2,2.8,42,32,33,3
2018-09-15,224,07,2 of 3,10788,Redding,,"Coniacian, Santonian",2,NA,1,1.8,0.4,0.4,5.6,34,27,11,15
2018-08-15,224,07,3 of 3,10786,Redding,,"Coniacian, Santonian",1.1,NA,0.7,1.4,0.1,0.3,3.6,42,44,13,15
2018-09-11,224,08,1 of 4,24106,Redding,,"Coniacian, Santonian",1.1,NA,0.9,1.8,0.2,0.5,4.5,33,31,11,1
2018-09-05,224,08,2 of 4,10796,Redding,,"Coniacian, Santonian",1,NA,0.4,1.7,NA,0.2,3.3,20,15,16,1
2018-09-04,224,08,3 of 4,"24106, 24107",Redding,,"Coniacian, Santonian",2.1,NA,NA,0.9,0.2,1.3,4.5,26,22,24,1
2018-09-11,224,08,4 of 4,24106,Redding,,"Coniacian, Santonian",1.8,NA,0.8,1.6,0.3,NA,4.5,19,15,15,0
2018-09-11,224,09,1 of 3,10795,Redding,,"Turonian, Coniacian, Santonian",1.5,NA,0.5,2,NA,0.3,4.3,30,25,28,0
2018-09-04,224,09,1 of 4,10794,Redding,,"Turonian, Coniacian, Santonian",1.7,NA,0.3,0.9,0.2,0.5,3.6,31,27,20,3
2018-09-12,224,09,2 of 3,10792,Redding,,"Turonian, Coniacian, Santonian",2,NA,0.4,1,0.3,0.4,4.1,34,29,25,2
2018-10-12,224,09,3 of 3,"10793, 10845",Redding,,"Turonian, Coniacian, Santonian",1.6,NA,0.5,1,0.2,0.5,3.8000000000000003,29,25,27,0
2018-09-13,224,10,1 of 3,25390,Redding,,"Turonian, Santonian",1,NA,NA,1.7,0.4,0.1,3.2,51,23,51,0
2018-09-18,224,10,1 of 3,25390,Redding,,"Turonian, Santonian",2,NA,0.7,1,0.4,0.2,4.3,46,35,45,0
2018-09-12,224,10,3 of 3,25390,Redding,,"Turonian, Santonian",1,NA,NA,0.7,0.1,NA,1.8,29,0,29,0
2018-09-18,224,11,1 of 4,10801,Redding,,"Turonian, Santonian",39.6,NA,15,22.2,NA,NA,76.8,1,27,16,6
2018-09-18,224,11,2 of 4,10798,Redding,,"Turonian, Santonian",1.6,NA,0.5,1,0.8,0.3,4.2,32,25,11,13
2018-10-18,224,11,2 of 4,10798,Redding,,"Turonian, Santonian",1.6,NA,0.5,1,0.8,0.3,4.2,32,25,11,13
2018-09-18,224,11,3 of 4,"10799, 10800",Redding,,"Turonian, Santonian",1.5,NA,0.5,0.9,0.3,0.5,3.7,30,25,8,17
2018-09-18,224,11,4 of 4,"10802, 10804",Redding,,"Turonian, Santonian",1.2,NA,0.3,1,0.3,0.3,3.1,26,18,11,10
2018-10-18,224,11,4 of 4,"10802, 10804",Redding,,"Turonian, Santonian",1.2,NA,0.3,1,0.3,0.3,3.1,26,18,11,10
2018-09-19,224,12,1 of 4,"24220, 24221",Redding,,"Turonian, Santonian",1.8,NA,0.3,1.4,0.9,NA,4.4,33,17,27,3
2018-09-19,224,12,2 of 4,10805,Redding,,"Turonian, Santonian",1.4,NA,1,1.2,1.1,NA,4.7,28,23,16,6
2018-09-19,224,12,3 of 4,"24219, 24247, 23296",Redding,,"Turonian, Santonian",1.2,NA,0.2,0.7,1,NA,3.1,29,17,23,1
2018-09-19,224,12,4 of 4,10824,Redding,,"Turonian, Santonian",1.8,NA,0.3,1,NA,0.3,3.4,15,12,4,5
2018-07-31,225,01,1 of 2,24246,Redding,,"Santonian, Campanian",1.5,NA,0.1,0.9,0.3,0.3,3.1,55,30,43,4
2018-08-01,225,01,2 of 2,24246,Redding,,"Santonian, Campanian",1,NA,0.1,0.8,0.3,0.1,2.3,19,1,19,0
2018-10-17,225,02,1 of 3,"24665, 24666",Chico,,"Coniacian, Santonian, Campanian",1.3,NA,0.4,0.9,0.3,0.2,3.1,46,39,15,14
2018-10-17,225,02,2 of 3,24664,Chico,,"Coniacian, Santonian, Campanian",1.7,NA,0.4,0.9,0.3,0.4,3.7,35,25,6,11
2018-10-17,225,02,3 of 3,"24663, 24662",Chico,,"Coniacian, Santonian, Campanian",2.6,NA,3.3,1,0.3,0.6,7.8,27,12,7,16
2018-10-24,225,03,1 of 3,24659,Chico,,Santonian,2.1,NA,0.1,0.7,0.1,0.1,3.1,71,3,30,40
2018-10-26,225,04,1 of 2,27245,Chico,,"Santonian, Campanian",1.2,NA,NA,0.5,0.3,NA,2,29,0,29,0
2018-10-26,225,04,2 of 2,"27244, 27245",Chico,,"Santonian, Campanian",0.8,NA,NA,1.2,0.3,NA,2.3,34,0,34,0
2018-10-27,225,05,2 of 2,27247,Chico,,"Santonian, Campanian",0.9,NA,NA,0.5,0.2,NA,1.6,23,0,23,0
2018-11-01,225,06,1 of 3,15788,Chico,,Santonian,2.1,NA,0.1,0.9,0.3,0.1,3.5,29,8,28,0
2018-11-01,225,06,2 of 3,15788,Chico,,Santonian,1.7,NA,NA,0.5,0.4,NA,2.6,18,0,18,0
2018-11-01,225,06,3 of 3,15788,Chico,,Santonian,0.9,NA,NA,0.4,0.3,NA,1.6,16,0,16,0
2018-11-01,226,01,1 of 2,15791,Chico,,Santonian,1.5,NA,0.1,0.9,0.3,NA,2.8,10,1,10,0
2018-11-01,226,01,2 of 2,15793,Chico,,"Coniacian, Santonian",0.6,NA,0,0.6,0.3,0,1.5,26,3,26,0
2018-11-01,226,02,1 of 3,15794,Chico,,"Coniacian, Campanian",1.5,NA,NA,1.5,0.5,NA,3.5,20,0,20,0
2018-11-01,226,02,2 of 3,15794,Chico,,"Coniacian, Campanian",1.8,NA,0.1,0.6,0.3,0.1,2.9,15,3,13,0
2018-11-01,226,02,3 of 3,15794,Chico,,"Coniacian, Campanian",0.9,NA,NA,1.4,0.2,NA,2.5,22,0,22,0
2018-11-02,227,02,1 of 3,17612,Chico,,Campanian,1.2,NA,0.7,0.5,0.3,0.1,2.8,28,5,28,0
2018-11-02,227,02,2 of 3,17611,Chico,,Campanian,2,NA,2,0.5,0.3,NA,4.8,11,0,11,0
2018-11-02,227,02,3 of 3,"17611, 17612",Chico,,Campanian,1.5,NA,0.5,0.8,0.3,0.1,3.2,39,17,17,5
2018-11-06,227,03,1 of 4,10832,Chico,,Campanian,1.3,NA,0.7,1,0.3,NA,3.3,30,22,3,0
2018-11-06,227,03,2 of 4,10832,Chico,,Campanian,1.5,NA,0.3,0.7,0.2,NA,2.7,45,17,35,3
2018-11-06,227,03,3 of 4,10833,Chico,,Campanian,0.9,NA,0.2,0.8,0.3,0.2,2.4,35,25,2,11
2018-11-06,227,03,4 of 4,10832,Chico,,Campanian,2.7,NA,0.2,1,0.4,0.2,4.5,10,7,0,0
2018-11-07,227,04,2 of 4,24081,Chico,,"Coniacian, Santonian, Campanian",1.6,NA,0.7,1.1,NA,1.1,4.5,41,31,27,3
2018-11-07,227,04,3 of 4,24340,Chico,,"Coniacian, Santonian, Campanian",2.7,NA,0.2,0.9,0.2,0.2,4.2,22,19,17,5
2018-11-07,227,04,4 of 4,24340,Chico,,"Coniacian, Santonian, Campanian",1.9,NA,0.6,1.6,0.2,0.3,4.6,31,29,17,0
2018-11-07,227,05,1 of 4,28780,Chico,,"Coniacian, Campanian",1.3,NA,0.3,2,NA,0.4,4,15,10,1,8
